Year,StateAbbr,StateDesc,Category,Measure,Data_Value,,Year,StateAbbr,StateDesc,CityName,Category,Measure,,MH
2015,FL,Florida,Health Outcomes,50,38.6,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,17.2,AG
2015,FL,Florida,Health Outcomes,50,42.2,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,15.8,AH
2015,FL,Florida,Health Outcomes,50,38.9,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,15.7,AI
2015,FL,Florida,Health Outcomes,50,22.5,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,11.6,AJ
2015,FL,Florida,Health Outcomes,50,55.7,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,11.5,AK
2015,FL,Florida,Health Outcomes,50,33,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,10.4,AA
2015,FL,Florida,Health Outcomes,50,20.2,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,15.9,AM
2015,FL,Florida,Health Outcomes,50,22.8,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,12.5,AN
2015,FL,Florida,Health Outcomes,50,29.1,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,13.1,AO
2015,FL,Florida,Health Outcomes,50,26.3,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,13,AE
2015,FL,Florida,Health Outcomes,50,36.7,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,11.1,K
2015,FL,Florida,Health Outcomes,50,30.8,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,15.5,AR
2015,FL,Florida,Health Outcomes,50,34.7,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,8.7,AS
2015,FL,Florida,Health Outcomes,50,53.1,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,9.1,AT
2015,FL,Florida,Health Outcomes,50,29.7,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,13.1,AO
2015,FL,Florida,Health Outcomes,50,27.7,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,12,AV
2015,FL,Florida,Health Outcomes,50,40.4,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,17.1,AW
2015,FL,Florida,Health Outcomes,50,33.3,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,17.5,AX
2015,FL,Florida,Health Outcomes,50,37.4,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,12,AV
2015,FL,Florida,Health Outcomes,50,46.8,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,32.7,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,12.5,AN
2015,FL,Florida,Health Outcomes,50,29.1,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,9.7,X
2015,FL,Florida,Health Outcomes,50,43.9,,2015,FL,Florida,Boynton Beach,Health Outcomes,51,6.6,P
2015,FL,Florida,Health Outcomes,50,26.9,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.4,AB
2015,FL,Florida,Health Outcomes,50,31.4,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13,AE
2015,FL,Florida,Health Outcomes,50,25.1,,2015,FL,Florida,Cape Coral,Health Outcomes,51,12.9,BF
2015,FL,Florida,Health Outcomes,50,26,,2015,FL,Florida,Cape Coral,Health Outcomes,51,14.3,BG
2015,FL,Florida,Health Outcomes,50,30.8,,2015,FL,Florida,Cape Coral,Health Outcomes,51,12.2,N
2015,FL,Florida,Health Outcomes,50,25.5,,2015,FL,Florida,Cape Coral,Health Outcomes,51,15.1,BI
2015,FL,Florida,Health Outcomes,50,26.4,,2015,FL,Florida,Cape Coral,Health Outcomes,51,15.5,AR
2015,FL,Florida,Health Outcomes,50,25.1,,2015,FL,Florida,Cape Coral,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,31.6,,2015,FL,Florida,Cape Coral,Health Outcomes,51,15.5,AR
2015,FL,Florida,Health Outcomes,50,31.9,,2015,FL,Florida,Cape Coral,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,32.9,,2015,FL,Florida,Cape Coral,Health Outcomes,51,12.9,BF
2015,FL,Florida,Health Outcomes,50,24.2,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.8,AD
2015,FL,Florida,Health Outcomes,50,31,,2015,FL,Florida,Cape Coral,Health Outcomes,51,14.3,BG
2015,FL,Florida,Health Outcomes,50,34.1,,2015,FL,Florida,Cape Coral,Health Outcomes,51,15.2,BQ
2015,FL,Florida,Health Outcomes,50,27.9,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.3,BR
2015,FL,Florida,Health Outcomes,50,32,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.2,BS
2015,FL,Florida,Health Outcomes,50,32.3,,2015,FL,Florida,Cape Coral,Health Outcomes,51,10.9,BT
2015,FL,Florida,Health Outcomes,50,34.5,,2015,FL,Florida,Cape Coral,Health Outcomes,51,11.1,K
2015,FL,Florida,Health Outcomes,50,27.2,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.2,BS
2015,FL,Florida,Health Outcomes,50,27.6,,2015,FL,Florida,Cape Coral,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,31.9,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.8,AD
2015,FL,Florida,Health Outcomes,50,32.1,,2015,FL,Florida,Cape Coral,Health Outcomes,51,13.2,BS
2015,FL,Florida,Health Outcomes,50,32.8,,2015,FL,Florida,Cape Coral,Health Outcomes,51,12.8,BZ
2015,FL,Florida,Health Outcomes,50,37.1,,2015,FL,Florida,Cape Coral,Health Outcomes,51,11.9,CA
2015,FL,Florida,Health Outcomes,50,37.5,,2015,FL,Florida,Cape Coral,Health Outcomes,51,12.9,BF
2015,FL,Florida,Health Outcomes,50,36.4,,2015,FL,Florida,Cape Coral,Health Outcomes,51,11.5,AK
2015,FL,Florida,Health Outcomes,50,38.8,,2015,FL,Florida,Cape Coral,Health Outcomes,51,10.8,CD
2015,FL,Florida,Health Outcomes,50,41.4,,2015,FL,Florida,Cape Coral,Health Outcomes,51,9.6,CE
2015,FL,Florida,Health Outcomes,50,39.2,,2015,FL,Florida,Cape Coral,Health Outcomes,51,12.4,CF
2015,FL,Florida,Health Outcomes,50,38.9,,2015,FL,Florida,Cape Coral,Health Outcomes,51,14.4,CG
2015,FL,Florida,Health Outcomes,50,37.1,,2015,FL,Florida,Cape Coral,Health Outcomes,51,10.7,C
2015,FL,Florida,Health Outcomes,50,28.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,33.1,,2015,FL,Florida,Clearwater,Health Outcomes,51,13.3,BR
2015,FL,Florida,Health Outcomes,50,30.6,,2015,FL,Florida,Clearwater,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,35.6,,2015,FL,Florida,Clearwater,Health Outcomes,51,10.5,M
2015,FL,Florida,Health Outcomes,50,29.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,12.8,BZ
2015,FL,Florida,Health Outcomes,50,36.8,,2015,FL,Florida,Clearwater,Health Outcomes,51,12.1,CN
2015,FL,Florida,Health Outcomes,50,32.5,,2015,FL,Florida,Clearwater,Health Outcomes,51,11.3,CO
2015,FL,Florida,Health Outcomes,50,34.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,19.2,CP
2015,FL,Florida,Health Outcomes,50,42.1,,2015,FL,Florida,Clearwater,Health Outcomes,51,13,AE
2015,FL,Florida,Health Outcomes,50,34.7,,2015,FL,Florida,Clearwater,Health Outcomes,51,17,CR
2015,FL,Florida,Health Outcomes,50,36.9,,2015,FL,Florida,Clearwater,Health Outcomes,51,14.5,CS
2015,FL,Florida,Health Outcomes,50,39.1,,2015,FL,Florida,Clearwater,Health Outcomes,51,9.4,G
2015,FL,Florida,Health Outcomes,50,38.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,11,R
2015,FL,Florida,Health Outcomes,50,31.6,,2015,FL,Florida,Clearwater,Health Outcomes,51,15.9,AM
2015,FL,Florida,Health Outcomes,50,29.2,,2015,FL,Florida,Clearwater,Health Outcomes,51,13.8,AD
2015,FL,Florida,Health Outcomes,50,43,,2015,FL,Florida,Clearwater,Health Outcomes,51,19.8,CX
2015,FL,Florida,Health Outcomes,50,37.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,18.4,CY
2015,FL,Florida,Health Outcomes,50,32.1,,2015,FL,Florida,Clearwater,Health Outcomes,51,16.5,CZ
2015,FL,Florida,Health Outcomes,50,33.2,,2015,FL,Florida,Clearwater,Health Outcomes,51,14.2,DA
2015,FL,Florida,Health Outcomes,50,28.1,,2015,FL,Florida,Clearwater,Health Outcomes,51,11.6,AJ
2015,FL,Florida,Health Outcomes,50,28.5,,2015,FL,Florida,Clearwater,Health Outcomes,51,15.2,BQ
2015,FL,Florida,Health Outcomes,50,29.9,,2015,FL,Florida,Clearwater,Health Outcomes,51,13.8,AD
2015,FL,Florida,Health Outcomes,50,28.9,,2015,FL,Florida,Clearwater,Health Outcomes,51,12.1,CN
2015,FL,Florida,Health Outcomes,50,27.7,,2015,FL,Florida,Clearwater,Health Outcomes,51,13.2,BS
2015,FL,Florida,Health Outcomes,50,32.9,,2015,FL,Florida,Clearwater,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,30.9,,2015,FL,Florida,Clearwater,Health Outcomes,51,11.3,CO
2015,FL,Florida,Health Outcomes,50,32.8,,2015,FL,Florida,Clearwater,Health Outcomes,51,9.4,G
2015,FL,Florida,Health Outcomes,50,31.5,,2015,FL,Florida,Clearwater,Health Outcomes,51,10.9,BT
2015,FL,Florida,Health Outcomes,50,35.5,,2015,FL,Florida,Clearwater,Health Outcomes,51,11.1,K
2015,FL,Florida,Health Outcomes,50,25.8,,2015,FL,Florida,Clearwater,Health Outcomes,51,17.2,AG
2015,FL,Florida,Health Outcomes,50,32.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,12.6,DM
2015,FL,Florida,Health Outcomes,50,38.5,,2015,FL,Florida,Clearwater,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,31.9,,2015,FL,Florida,Clearwater,Health Outcomes,51,12.9,BF
2015,FL,Florida,Health Outcomes,50,43,,2015,FL,Florida,Clearwater,Health Outcomes,51,10.2,S
2015,FL,Florida,Health Outcomes,50,31.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,13.1,AO
2015,FL,Florida,Health Outcomes,50,26.2,,2015,FL,Florida,Clearwater,Health Outcomes,51,14.5,CS
2015,FL,Florida,Health Outcomes,50,27.4,,2015,FL,Florida,Clearwater,Health Outcomes,51,13.6,L
2015,FL,Florida,Health Outcomes,50,44.3,,2015,FL,Florida,Clearwater,Health Outcomes,51,8.6,DT
2015,FL,Florida,Health Outcomes,50,28,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.2,N
2015,FL,Florida,Health Outcomes,50,27.3,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.6,DM
2015,FL,Florida,Health Outcomes,50,25.4,,2015,FL,Florida,Coral Springs,Health Outcomes,51,9.8,V
2015,FL,Florida,Health Outcomes,50,26.5,,2015,FL,Florida,Coral Springs,Health Outcomes,51,11.5,AK
2015,FL,Florida,Health Outcomes,50,26.2,,2015,FL,Florida,Coral Springs,Health Outcomes,51,11.5,AK
2015,FL,Florida,Health Outcomes,50,25,,2015,FL,Florida,Coral Springs,Health Outcomes,51,9.9,H
2015,FL,Florida,Health Outcomes,50,24.7,,2015,FL,Florida,Coral Springs,Health Outcomes,51,10.7,C
2015,FL,Florida,Health Outcomes,50,22.8,,2015,FL,Florida,Coral Springs,Health Outcomes,51,10.3,EB
2015,FL,Florida,Health Outcomes,50,18.8,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.4,CF
2015,FL,Florida,Health Outcomes,50,29.6,,2015,FL,Florida,Coral Springs,Health Outcomes,51,14.1,ED
2015,FL,Florida,Health Outcomes,50,31.4,,2015,FL,Florida,Coral Springs,Health Outcomes,51,16.3,EE
2015,FL,Florida,Health Outcomes,50,24.5,,2015,FL,Florida,Coral Springs,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,30,,2015,FL,Florida,Coral Springs,Health Outcomes,51,13.1,AO
2015,FL,Florida,Health Outcomes,50,26.7,,2015,FL,Florida,Coral Springs,Health Outcomes,51,13.3,BR
2015,FL,Florida,Health Outcomes,50,29.4,,2015,FL,Florida,Coral Springs,Health Outcomes,51,14.9,EI
2015,FL,Florida,Health Outcomes,50,33,,2015,FL,Florida,Coral Springs,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,28.2,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.3,EK
2015,FL,Florida,Health Outcomes,50,25.7,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.8,BZ
2015,FL,Florida,Health Outcomes,50,28.2,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.6,DM
2015,FL,Florida,Health Outcomes,50,26.7,,2015,FL,Florida,Coral Springs,Health Outcomes,51,11.2,EN
2015,FL,Florida,Health Outcomes,50,27.6,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12.1,CN
2015,FL,Florida,Health Outcomes,50,26.6,,2015,FL,Florida,Coral Springs,Health Outcomes,51,12,AV
2015,FL,Florida,Health Outcomes,50,25.3,,2015,FL,Florida,Coral Springs,Health Outcomes,51,10.5,M
2015,FL,Florida,Health Outcomes,50,26.4,,2015,FL,Florida,Coral Springs,Health Outcomes,51,11.2,EN
2015,FL,Florida,Health Outcomes,50,26.1,,2015,FL,Florida,Coral Springs,Health Outcomes,51,13.7,ES
2015,FL,Florida,Health Outcomes,50,29.4,,2015,FL,Florida,Coral Springs,Health Outcomes,51,13.5,ET
2015,FL,Florida,Health Outcomes,50,29.4,,2015,FL,Florida,Coral Springs,Health Outcomes,51,13.2,BS
2015,FL,Florida,Health Outcomes,50,27.8,,2015,FL,Florida,Coral Springs,Health Outcomes,51,15,EV
2015,FL,Florida,Health Outcomes,50,27.1,,2015,FL,Florida,Davie,Health Outcomes,51,12.2,N
2015,FL,Florida,Health Outcomes,50,27,,2015,FL,Florida,Davie,Health Outcomes,51,12.4,CF
2015,FL,Florida,Health Outcomes,50,28.9,,2015,FL,Florida,Davie,Health Outcomes,51,15.2,BQ
2015,FL,Florida,Health Outcomes,50,31.2,,2015,FL,Florida,Davie,Health Outcomes,51,14.6,EZ
2015,FL,Florida,Health Outcomes,50,19.1,,2015,FL,Florida,Davie,Health Outcomes,51,13.6,L
2015,FL,Florida,Health Outcomes,50,27.1,,2015,FL,Florida,Davie,Health Outcomes,51,11.6,AJ
2015,FL,Florida,Health Outcomes,50,34.4,,2015,FL,Florida,Davie,Health Outcomes,51,10.8,CD
2015,FL,Florida,Health Outcomes,50,28.1,,2015,FL,Florida,Davie,Health Outcomes,51,11.4,FD
2015,FL,Florida,Health Outcomes,50,26.3,,2015,FL,Florida,Davie,Health Outcomes,51,10.3,EB
2015,FL,Florida,Health Outcomes,50,36,,2015,FL,Florida,Davie,Health Outcomes,51,12,AV
2015,FL,Florida,Health Outcomes,50,25.3,,2015,FL,Florida,Davie,Health Outcomes,51,12.1,CN
2015,FL,Florida,Health Outcomes,50,24.6,,2015,FL,Florida,Davie,Health Outcomes,51,11.3,CO
2015,FL,Florida,Health Outcomes,50,27,,2015,FL,Florida,Davie,Health Outcomes,51,14.8,FI
2015,FL,Florida,Health Outcomes,50,24.9,,2015,FL,Florida,Davie,Health Outcomes,51,10,Z
2015,FL,Florida,Health Outcomes,50,27,,2015,FL,Florida,Davie,Health Outcomes,51,11.2,EN
2015,FL,Florida,Health Outcomes,50,26.5,,2015,FL,Florida,Davie,Health Outcomes,51,10.4,AA
2015,FL,Florida,Health Outcomes,50,29.3,,2015,FL,Florida,Davie,Health Outcomes,51,11.7,U
2015,FL,Florida,Health Outcomes,50,28.8,,2015,FL,Florida,Davie,Health Outcomes,51,10.3,EB
2015,FL,Florida,Health Outcomes,50,25.3,,2015,FL,Florida,Davie,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,24.9,,2015,FL,Florida,Davie,Health Outcomes,51,14.3,BG
2015,FL,Florida,Health Outcomes,50,26.9,,2015,FL,Florida,Davie,Health Outcomes,51,13.1,AO
2015,FL,Florida,Health Outcomes,50,25.8,,2015,FL,Florida,Davie,Health Outcomes,51,10.3,EB
2015,FL,Florida,Health Outcomes,50,20.1,,2015,FL,Florida,Davie,Health Outcomes,51,15.2,BQ
2015,FL,Florida,Health Outcomes,50,31.7,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,14.8,FI
2015,FL,Florida,Health Outcomes,50,36.6,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,29.7,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,11.2,EN
2015,FL,Florida,Health Outcomes,50,34.2,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,11.2,EN
2015,FL,Florida,Health Outcomes,50,35.3,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,10.4,AA
2015,FL,Florida,Health Outcomes,50,31.6,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,14.4,CG
2015,FL,Florida,Health Outcomes,50,43.7,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,18.6,FZ
2015,FL,Florida,Health Outcomes,50,31.4,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,16.1,GA
2015,FL,Florida,Health Outcomes,50,40.6,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,15.6,GB
2015,FL,Florida,Health Outcomes,50,39.6,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,17.9,GC
2015,FL,Florida,Health Outcomes,50,35.1,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,10.8,CD
2015,FL,Florida,Health Outcomes,50,28.2,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,12.7,GE
2015,FL,Florida,Health Outcomes,50,47.3,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,12.4,CF
2015,FL,Florida,Health Outcomes,50,56.8,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,8.9,T
2015,FL,Florida,Health Outcomes,50,28.3,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,15.4,GH
2015,FL,Florida,Health Outcomes,50,25.4,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,12.3,EK
2015,FL,Florida,Health Outcomes,50,33.9,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,12,AV
2015,FL,Florida,Health Outcomes,50,37.5,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,17.7,GK
2015,FL,Florida,Health Outcomes,50,41,,2015,FL,Florida,Deerfield Beach,Health Outcomes,51,17.5,AX
2015,FL,Florida,Health Outcomes,50,30.7,,2015,FL,Florida,Deltona,Health Outcomes,51,14.6,EZ
2015,FL,Florida,Health Outcomes,50,32.5,,2015,FL,Florida,Deltona,Health Outcomes,51,14.6,EZ
2015,FL,Florida,Health Outcomes,50,28.6,,2015,FL,Florida,Deltona,Health Outcomes,51,13.3,BR
2015,FL,Florida,Health Outcomes,50,32.5,,2015,FL,Florida,Deltona,Health Outcomes,51,14.6,EZ
2015,FL,Florida,Health Outcomes,50,35.9,,2015,FL,Florida,Deltona,Health Outcomes,51,14.5,CS
2015,FL,Florida,Health Outcomes,50,35.8,,2015,FL,Florida,Deltona,Health Outcomes,51,16,GR
2015,FL,Florida,Health Outcomes,50,34.1,,2015,FL,Florida,Deltona,Health Outcomes,51,16,GR
2015,FL,Florida,Health Outcomes,50,32.7,,2015,FL,Florida,Deltona,Health Outcomes,51,14.2,DA
2015,FL,Florida,Health Outcomes,50,30.6,,2015,FL,Florida,Deltona,Health Outcomes,51,14,BK
2015,FL,Florida,Health Outcomes,50,27.5,,2015,FL,Florida,Deltona,Health Outcomes,51,14.1,ED
2015,FL,Florida,Health Outcomes,50,29.3,,2015,FL,Florida,Deltona,Health Outcomes,51,14.9,EI
2015,FL,Florida,Health Outcomes,50,33,,2015,FL,Florida,Deltona,Health Outcomes,51,13,AE
2015,FL,Florida,Health Outcomes,50,37.9,,2015,FL,Florida,Deltona,Health Outcomes,51,15.3,GY
2015,FL,Florida,Health Outcomes,50,29.6,,2015,FL,Florida,Deltona,Health Outcomes,51,14.7,GZ
2015,FL,Florida,Health Outcomes,50,31.9,,2015,FL,Florida,Deltona,Health Outcomes,51,16.8,HA
2015,FL,Florida,Health Outcomes,50,33.2,,2015,FL,Florida,Deltona,Health Outcomes,51,14.7,GZ
2015,FL,Florida,Health Outcomes,50,33.8,,2015,FL,Florida,Deltona,Health Outcomes,51,14.1,ED
2015,FL,Florida,Health Outcomes,50,33.1,,2015,FL,Florida,Deltona,Health Outcomes,51,14.1,ED
2015,FL,Florida,Health Outcomes,50,32.1,,2015,FL,Florida,Deltona,Health Outcomes,51,13.4,AB
2015,FL,Florida,Health Outcomes,50,31.4,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,13.7,ES
2015,FL,Florida,Health Outcomes,50,34,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,13.5,ET
2015,FL,Florida,Health Outcomes,50,34.1,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,11,R
2015,FL,Florida,Health Outcomes,50,30.2,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,9.7,X
2015,FL,Florida,Health Outcomes,50,29.3,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,11,R
2015,FL,Florida,Health Outcomes,50,32.7,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,10.7,C
2015,FL,Florida,Health Outcomes,50,31.9,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,12.7,GE
2015,FL,Florida,Health Outcomes,50,35.6,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,9.7,X
2015,FL,Florida,Health Outcomes,50,32.4,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,10,Z
2015,FL,Florida,Health Outcomes,50,33.3,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,9.2,Y
2015,FL,Florida,Health Outcomes,50,44.6,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,8,HP
2015,FL,Florida,Health Outcomes,50,43.1,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,7.9,Q
2015,FL,Florida,Health Outcomes,50,33.1,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,10.5,M
2015,FL,Florida,Health Outcomes,50,29.3,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,10.2,S
2015,FL,Florida,Health Outcomes,50,27.2,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,11.1,K
2015,FL,Florida,Health Outcomes,50,28.7,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,12.5,AN
2015,FL,Florida,Health Outcomes,50,39.7,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,18.3,HV
2015,FL,Florida,Health Outcomes,50,31.5,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,14.8,FI
2015,FL,Florida,Health Outcomes,50,47.4,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,18.9,HX
2015,FL,Florida,Health Outcomes,50,46,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,18.9,HX
2015,FL,Florida,Health Outcomes,50,46.5,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,17,CR
2015,FL,Florida,Health Outcomes,50,50.3,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,17.7,GK
2015,FL,Florida,Health Outcomes,50,47.6,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,21.2,IB
2015,FL,Florida,Health Outcomes,50,46.5,,2015,FL,Florida,Fort Lauderdale,Health Outcomes,51,23.6,IC
