StateAbbr,State,CityName,Measure,DataValueTypeID,Data_Value,PopulationCount
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,34.5,6721
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,8392
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,11066
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,4608
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,32.1,4933
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,32.8,3540
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,37.1,4686
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,37.5,4055
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,36.4,2354
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,38.8,3899
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,41.4,2954
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,39.2,2135
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,38.9,3293
FL,Florida,Cape Coral,High blood pressure among adults aged >=18 Years,CrdPrv,37.1,2057
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,AgeAdjPrv,28.4,107685
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,33.1,107685
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,30.6,1363
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,35.6,4319
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,2487
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,2804
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,32.5,1144
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,34.4,93
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,42.1,92
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,34.7,3799
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,36.9,5167
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,39.1,2899
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,38.4,2682
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,31.6,3374
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,1448
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,43,2010
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,37.4,5793
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,32.1,6677
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,33.2,6436
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,2519
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,3189
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,29.9,4475
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,28.9,5844
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,27.7,5063
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,32.9,3592
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,30.9,2712
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,32.8,5888
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,31.5,4073
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,35.5,2898
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,25.8,4027
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,1868
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,38.5,519
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,1485
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,43,1379
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,686
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,983
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,1472
FL,Florida,Clearwater,High blood pressure among adults aged >=18 Years,CrdPrv,44.3,2426
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,AgeAdjPrv,28,121096
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,27.3,121096
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,3015
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.5,5213
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,4070
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,25,4634
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,24.7,4241
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,22.8,6192
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,18.8,905
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,29.6,6982
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,5410
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,24.5,5522
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,30,3297
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.7,5003
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,6145
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,33,5032
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,4903
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,25.7,4129
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,3068
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.7,8850
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,6046
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.6,4982
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,1819
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.4,3172
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,26.1,3652
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,5866
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,3235
FL,Florida,Coral Springs,High blood pressure among adults aged >=18 Years,CrdPrv,27.8,5713
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,AgeAdjPrv,27.1,91992
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,27,91992
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,28.9,7535
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,31.2,1197
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,19.1,5024
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,27.1,5379
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,34.4,6165
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,7410
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,26.3,4984
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,36,3228
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,5863
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,24.6,6009
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,27,7975
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,24.9,7906
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,27,3210
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,26.5,2545
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,288
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,479
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,6468
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,24.9,4672
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,26.9,4421
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,25.8,660
FL,Florida,Davie,High blood pressure among adults aged >=18 Years,CrdPrv,20.1,525
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,AgeAdjPrv,31.7,75018
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,36.6,75018
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,29.7,2206
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,34.2,3491
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,35.3,2263
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,31.6,6063
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,43.7,3321
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,4626
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,40.6,2365
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,39.6,4463
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,35.1,4412
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,4724
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,47.3,3551
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,56.8,4712
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,28.3,6577
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,3824
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,33.9,5257
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,37.5,5219
FL,Florida,Deerfield Beach,High blood pressure among adults aged >=18 Years,CrdPrv,41,7944
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,AgeAdjPrv,30.7,85182
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,32.5,85182
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,2505
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,32.5,6995
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,35.9,3958
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,35.8,5866
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,3637
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,32.7,5959
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,30.6,5131
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,6530
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,2254
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,33,7540
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,37.9,2832
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,29.6,6936
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,4520
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,33.2,7224
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,33.8,6829
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,33.1,4272
FL,Florida,Deltona,High blood pressure among adults aged >=18 Years,CrdPrv,32.1,2164
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,AgeAdjPrv,31.4,165521
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,34,165521
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,1761
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30.2,2890
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,4742
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,32.7,2802
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,3938
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,35.6,2174
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,2879
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,33.3,3381
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,44.6,2234
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,43.1,3855
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,33.1,3729
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,2992
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,2722
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,28.7,3565
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,39.7,4988
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,31.5,4254
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,47.4,4621
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,46,3403
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,46.5,2466
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,50.3,183
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,47.6,2366
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,46.5,3241
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,39.4,5572
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,42.6,3797
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,24,1787
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,28.4,3123
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,3467
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,32.1,3392
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,35.2,2683
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,40.1,2699
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30,3929
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,38.3,1215
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,26.7,1296
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,21.4,6890
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,5289
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,33.8,4980
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,39.7,7372
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,40.9,6592
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30.7,1405
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,31.2,6637
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30.4,4659
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,4493
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30.8,1968
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,1063
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,30.3,3260
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,34.2,799
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,742
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,45,60
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,44.1,3026
FL,Florida,Fort Lauderdale,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,4113
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,AgeAdjPrv,30.9,124354
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,21.6,124354
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,14,7431
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,22.3,3308
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,30.7,2770
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,35.2,5665
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,25.5,4976
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,43.2,4010
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,46.1,3418
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,14.5,2180
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,15.9,3604
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,1364
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,9.1,2877
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,6.7,5926
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,18.4,6207
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,29.7,6438
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,26.5,2906
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,6914
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,22.5,3657
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,25.7,974
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,12.1,1281
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,13.2,6343
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,12.8,2149
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,16.7,4734
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,10.3,2559
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,17.3,2482
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,14.1,4120
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,19,1269
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,16.3,7644
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,88
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,29.7,3564
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,36.7,363
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,32,6358
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,19.6,1690
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,1188
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,36.3,3021
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,30,145
