StateAbbr,State,CityName,Measure,DataValueTypeID,Data_Value,PopulationCount,CA-latitude,CA-longitude,FL-latitude,FL-longitude,MA-latitude,MA-longitude
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,336265,37.76139746,-122.5061466,30.44472251,-84.27365066,42.23772798,-71.84970987
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,1940,37.77918341,-122.5039633,30.44278678,-84.30030985,42.25109519,-71.84720908
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,15.5,499,37.7869666,-122.5015029,30.44231411,-84.23427028,42.26963807,-71.84682837
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,22.5,1956,37.75762707,-122.49915,30.44196905,-84.33946338,42.23411385,-71.83634096
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,1756,37.74250042,-122.4978433,30.43976699,-84.19140091,42.27028813,-71.83541266
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,23.5,4131,37.77743196,-122.4963232,30.4397395,-84.32358377,42.25652747,-71.83482254
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,5475,37.71987693,-122.4961848,30.43914915,-84.25168324,42.28141418,-71.82800548
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,26,4034,37.67888643,-122.4928525,30.4377817,-84.29160734,42.2632052,-71.82774984
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.9,5485,37.77583714,-122.4921143,30.43670119,-81.48643827,42.27288316,-71.82705905
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,3862,37.76016704,-122.4911676,30.43351839,-84.30880716,42.2452752,-71.8268642
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,3529,37.75268053,-122.4906443,30.43275247,-84.21688105,42.25127356,-71.8254839
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,2662,37.74615348,-122.4901861,30.42891395,-84.29711602,42.29799962,-71.82547015
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,5219,37.69225673,-122.4894642,30.42880425,-84.26941702,42.25150911,-71.82345501
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,4496,37.78827661,-122.488807,30.42812739,-84.2359633,42.2584572,-71.81619111
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,4834,37.78226512,-122.4881473,30.42713167,-84.28463847,42.25175431,-71.81476725
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.5,6421,37.7321971,-122.4872237,30.42372535,-81.68392501,42.24508519,-71.8138558
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.2,4135,37.6750114,-122.4856182,30.41997371,-84.25695316,42.26302007,-71.8137677
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,378,37.73852038,-122.4848104,30.41878796,-81.62604599,42.27019627,-71.80901788
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,13.4,1648,37.77825059,-122.4840627,30.41853878,-84.24257581,42.27054254,-71.80794046
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25,1039,37.76891728,-122.4839211,30.4173051,-84.2929247,42.27054254,-71.80794046
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.1,1530,37.77446023,-122.4837889,30.4166907,-84.31106178,42.31891079,-71.80599327
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,26.1,7474,37.70432334,-122.4828504,30.41665173,-84.27362764,42.29042022,-71.80580856
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,6212,37.75890032,-122.4825955,30.41593292,-84.33377401,42.23800423,-71.80539039
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.1,4847,37.81055867,-122.4825923,30.41414561,-81.65986379,42.26381793,-71.80038729
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27,4006,37.75240431,-122.4814788,30.41009487,-81.72372,42.25427277,-71.80034354
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.3,3658,37.78311653,-122.4811913,30.40891889,-84.27372751,42.22605189,-71.79909368
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.6,5651,37.76248485,-122.4807924,30.4085616,-81.68587752,42.24673186,-71.79872575
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.1,6546,37.7460215,-122.4804177,30.40491912,-84.29400118,42.30828248,-71.79438365
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,6578,37.71962587,-122.4804118,30.40409924,-81.7113061,42.24240266,-71.79384266
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,22.8,4330,37.70010021,-122.4802872,30.39657405,-81.73588683,42.27745128,-71.79164947
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,22.6,6488,37.72626511,-122.4796588,30.39591245,-84.22132827,42.28691319,-71.79118843
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,4848,37.68107044,-122.4788188,30.39519051,-84.34722875,42.25242749,-71.78909818
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.5,6551,37.66922057,-122.4782558,30.39379725,-81.67102007,42.26873657,-71.78544376
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.9,9584,37.71592554,-122.4782503,30.3909305,-84.29666238,42.29637967,-71.78537628
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.1,6131,37.77676982,-122.4755431,30.3908704,-84.25812138,42.31967073,-71.783782
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.7,8735,37.78337928,-122.4754787,30.39081197,-81.6913473,42.2625854,-71.78264499
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,23.9,7094,37.69591264,-122.4745944,30.39074946,-81.70597037,42.23367427,-71.77742996
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,1372,37.76281459,-122.4737784,30.38735979,-81.83867461,42.25368785,-71.77450476
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.7,5913,37.75194419,-122.4716377,30.38558671,-81.41831734,42.307742,-71.77220992
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.3,6366,37.65697497,-122.4698322,30.38508611,-81.60811445,42.26270333,-71.77125565
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,8725,37.75694293,-122.4692416,30.38019609,-81.6438321,42.28560164,-71.77036567
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,31.8,5614,37.66950605,-122.4690805,30.37986009,-81.71472759,42.26634587,-71.75900445
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,6861,37.78432524,-122.4683889,30.37963416,-81.54634438,42.24995635,-71.75870078
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,5537,37.68615523,-122.468298,30.3775777,-81.68695979,42.23752984,-71.75417752
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,26.3,6922,37.68615523,-122.468298,30.37733015,-81.58739843,42.6496046,-71.36518665
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,22,4160,37.72831094,-122.46826,30.37484914,-81.66640134,42.63288148,-71.35222506
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,5816,37.77711379,-122.467999,30.37298124,-84.27917987,42.64891859,-71.34169998
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,8470,37.71932626,-122.4678672,30.3694297,-81.71212485,42.63709251,-71.33527532
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,26.8,4635,37.7391922,-122.4678544,30.36855802,-81.49411116,42.63053815,-71.33456455
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,5097,37.74695083,-122.4675172,30.36812498,-81.50896963,42.62080086,-71.33269727
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,7643,37.76308391,-122.4673274,30.36243855,-81.63170256,42.64453205,-71.33132227
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,10413,37.71339559,-122.467097,30.36192471,-81.41928606,42.65600164,-71.32581526
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.1,3954,37.69754152,-122.4665822,30.36126509,-81.40676668,42.62991918,-71.32503743
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.7,3186,37.68860648,-122.4656242,30.36077964,-81.46211629,42.63800425,-71.3242967
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,3591,37.70524586,-122.4640011,30.36077394,-84.18891071,42.63887273,-71.3217144
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.5,5912,37.78515433,-122.4618142,30.36034098,-81.68265766,42.63887273,-71.3217144
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,23.3,6326,37.7775831,-122.4613476,30.3594696,-81.58816968,42.64239185,-71.32092281
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,23.9,7141,37.65555989,-122.4608395,30.35919122,-81.60843608,42.65027215,-71.31892553
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.1,5222,37.76423573,-122.4597306,30.35918197,-81.56606299,42.63367737,-71.31863347
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,26.8,4808,37.72178045,-122.4573334,30.35854935,-81.65762845,42.65443218,-71.31116832
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.7,7424,37.72861732,-122.4571587,30.35750555,-81.76805516,42.64494149,-71.3104001
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,29.9,3589,37.71472065,-122.4571446,30.35740026,-81.69863507,42.63800233,-71.30957618
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,578,37.743754,-122.4571446,30.35680405,-81.4318659,42.65980474,-71.30900533
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25,5061,37.69703912,-122.4570281,30.35612854,-81.67075877,42.62136428,-71.30844175
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,28.9,1337,37.7583571,-122.4569182,30.35060392,-81.63082168,42.63457525,-71.30717345
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,1227,37.77824279,-122.4564254,30.34885827,-81.47450445,42.63016803,-71.30331015
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.4,1407,37.71131711,-122.4539532,30.34762184,-81.68076974,42.64180741,-71.30126661
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,2147,37.70510869,-122.4529126,30.34710209,-81.65337496,42.65389424,-71.29689363
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,26.6,1727,37.75173285,-122.4526281,30.34685959,-81.59630794,42.62476655,-71.2884151
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,27.1,1238,37.78873071,-122.4524292,30.34532166,-81.70865884,42.63689935,-71.28356612
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,19,805,37.71932757,-122.4523964,30.34472993,-81.66788154,42.64623984,-71.2823659
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,23.6,3414,37.78436077,-122.4510358,30.34462091,-81.5664044,42.3360793,-71.2521665
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,40.1,758,37.68798123,-122.4504814,30.34445471,-81.53539868,42.35072874,-71.24820346
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,3886,37.76543538,-122.4504754,30.34360236,-81.68980721,42.3256763,-71.23629526
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,2292,37.73741597,-122.4502105,30.34093342,-81.50578569,42.35594765,-71.23081898
CA,California,Anaheim,High blood pressure among adults aged >=18 Years,CrdPrv,24.3,1893,37.7789154,-122.4480069,30.34088198,-81.58467394,42.33848899,-71.22573575
CA,California,Antioch,High blood pressure among adults aged >=18 Years,AgeAdjPrv,28.5,102372,37.77419571,-122.4477884,30.33984553,-81.65284143,42.3544374,-71.22246722
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,102372,37.77049416,-122.4474538,30.33858507,-81.74202167,42.31234969,-71.21565169
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,25.1,5641,37.72963564,-122.446164,30.33618551,-81.60936997,42.32378667,-71.21331346
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,5950,37.76572457,-122.4460836,30.33569682,-81.71391364,42.3569137,-71.20952466
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,28.3,6620,37.80467137,-122.4449241,30.33462983,-81.5959038,42.33165676,-71.20844669
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,2378,37.75283579,-122.4444146,30.3339259,-81.46313049,42.33165676,-71.20844669
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,29.9,4881,37.70545123,-122.4443609,30.33205224,-81.65214758,42.33671425,-71.20439311
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,29.6,3173,37.75951665,-122.4434836,30.33200135,-81.56979408,42.34806365,-71.20212776
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,31,4166,37.70966452,-122.4434663,30.33198201,-81.67522662,42.36097295,-71.20036954
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,31,5038,40.59237896,-122.4431995,30.33198201,-81.67522662,42.30019175,-71.19733972
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,3467,37.71962198,-122.4431582,30.33167024,-81.54628797,42.32497737,-71.19091566
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,3933,37.7978099,-122.4417465,30.33156397,-81.63146301,41.67974489,-71.18977214
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,4300,37.75591366,-122.4409879,30.3304383,-81.48109187,42.70675063,-71.18408429
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,6595,37.75591366,-122.4409879,30.33018378,-81.66397616,42.3561093,-71.18356184
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,30.2,7229,37.78984897,-122.440799,30.3273183,-81.69388716,41.68660318,-71.18334572
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,24.7,4194,37.71386853,-122.4395329,30.32619832,-81.80772647,42.34398945,-71.18313417
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,21.6,498,37.76488742,-122.4394974,30.32162811,-81.57020048,42.308196,-71.18242257
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,25.7,4517,37.7867618,-122.4393346,30.31978427,-81.5858751,42.69827025,-71.18043441
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,25.8,12836,37.740278,-122.4392708,30.31964146,-81.74017675,42.7121069,-71.17725704
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,29.6,6416,37.80226954,-122.4391478,30.31746733,-81.61109737,42.33025933,-71.1744959
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,23.9,4197,37.79366753,-122.4387455,30.31586426,-81.70859676,41.69323865,-71.17429527
CA,California,Antioch,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,6343,37.778079,-122.4385023,30.31346274,-81.65768538,42.71743581,-71.17412338
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,AgeAdjPrv,30.8,69135,37.74926462,-122.4384676,30.31326775,-81.72262613,42.69288081,-71.17293551
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,34.2,69135,37.74549636,-122.4381418,30.31263758,-81.50180854,42.70130059,-71.1720096
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,45.7,5341,37.75317618,-122.4381261,30.31148715,-81.52046161,41.67938397,-71.1715442
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,43.2,356,37.7703481,-122.4377357,30.31022512,-81.67879179,42.28991992,-71.17132597
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,32,6356,37.78130291,-122.4373557,30.3094237,-81.70282143,42.68378554,-71.17063702
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,31.7,7120,37.72806112,-122.4372624,30.30735797,-81.81280041,42.71227414,-71.16949877
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,33.4,9401,37.75912852,-122.4370296,30.30684571,-81.43942497,42.27276619,-71.16940263
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,5837,37.77509945,-122.4369729,30.30677923,-81.76979617,42.35414426,-71.1688265
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,29.9,7063,37.7178905,-122.4357008,30.3062332,-81.53309927,42.71656398,-71.16871257
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,33.3,3606,37.78509219,-122.4341349,30.30381083,-81.54992593,42.34662696,-71.16726252
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,34.4,8260,37.80735299,-122.43323,30.30364788,-81.63738585,42.7091504,-71.16723426
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,34.7,6974,37.79089763,-122.4325551,30.30301831,-81.56599902,41.70218897,-71.16560797
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,31.3,4018,37.7670961,-122.4324782,30.30279202,-81.47289687,41.69566885,-71.16546319
CA,California,Apple Valley,High blood pressure among adults aged >=18 Years,CrdPrv,34,4771,37.72355021,-122.4322434,30.30196626,-81.60711724,42.70027722,-71.16267903
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,AgeAdjPrv,27.6,347483,37.80061552,-122.4321032,30.30044957,-81.5826896,42.70027722,-71.16267903
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,347483,37.71165893,-122.4307918,30.29754535,-81.74053465,42.72009253,-71.1626289
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,20.4,2858,37.79724482,-122.4305121,30.2967052,-81.69068293,42.35406622,-71.16116762
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,25.9,1946,37.75956284,-122.4303496,30.29557621,-81.65318834,42.71136482,-71.15938201
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,19,2713,37.7879139,-122.4302666,30.2951412,-81.4487036,42.70587132,-71.15921445
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,24.2,2963,37.70467461,-122.4302607,30.29494683,-81.72528013,42.33631848,-71.15896842
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,6931,37.75397002,-122.4298144,30.29448954,-81.50713112,42.34417423,-71.15882868
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,25.8,2026,37.77604561,-122.4295509,30.29355315,-81.76140921,41.71331283,-71.15781143
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,27.3,4925,37.76494107,-122.4294368,30.29325422,-81.70548773,42.28733196,-71.1570117
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,28.3,3340,37.74957575,-122.4294049,30.29232152,-81.81664732,42.26850203,-71.15696869
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,30.8,3653,37.78333994,-122.4293428,30.28645737,-81.61446125,41.69973748,-71.15585473
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,27.7,1014,37.7379521,-122.4290985,30.28315279,-81.71350873,42.7149495,-71.15577694
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,26.9,707,37.77132937,-122.4290086,30.28085115,-81.77894653,42.35260513,-71.15434419
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,22.9,575,37.71962475,-122.4287994,30.28014989,-81.7564714,42.71164832,-71.15402585
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,5493,37.77998304,-122.4286631,30.27769163,-81.62391605,41.68791511,-71.15368217
CA,California,Bakersfield,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,811,37.79261933,-122.4274294,30.2754597,-81.66073875,41.70742501,-71.15210593
